"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,9.8,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,19.7,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,8.3,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,19.4,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,12.7,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,14.1,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,8.7,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,10.5,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,11.9,,
"BRA","Brazil","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,22.9,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,26.5,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,23.7,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,17.8,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,15.4,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,16.2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,6.7,,
"BRA","Brazil","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,23.1,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,27,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,10.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,10.6,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,12.2,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,11.6,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,11.3,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,10.1,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,16.1,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,10.9,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,11.1,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,19.8,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,35.5,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,9.6,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,47.6,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,8.8,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,13,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,25.6,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,33.3,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,5.5,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,16.1,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,27,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,5.1,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,26.3,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,22.4,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,12.8,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,27.8,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,19,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,12.1,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,43.5,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,10.1,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,13.5,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,16,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,34.2,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,20.7,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,45.1,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,17.8,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,10.2,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,20.4,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,6.3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,9.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,11.2,,
"BRA","Brazil","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,21.9,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,15.7,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,19.4,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,14.5,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,18.4,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,4.6,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,20.9,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,11.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,10.3,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,11.6,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,18.3,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,11.7,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,16.8,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,13.2,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,22.5,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,16.8,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,9,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,15.1,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,22.3,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,54.6,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,30.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,8.7,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,18.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,7.8,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,8.3,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,14.3,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,36.7,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,22.3,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,8.8,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,10.8,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,9.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,9,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,7.8,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,10.1,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,4.8,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,15.1,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,14.4,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,12.1,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,6.8,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,16.2,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,13.1,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,21.5,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,28.5,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,21.8,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,15.9,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,20.3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,8.6,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,23,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,19.5,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,33.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,23,,
